data_base_index,genre,loudness,tempo,time_signature,key,mode,duration,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12
53048,jazz and blues,-19.6,183.56799999999998,3,6,1,514.6379099999999,33.2837248756,-16.582918408,-53.994276616899995,-19.146174129400002,42.049046268699996,-22.007588059699998,-21.7578432836,0.146943283582,5.476186069650001,11.7686880597,2.02250199005,3.03085870647,18.2824175736,1753.55848132,967.177645132,660.315481653,747.839607663,568.450796448,458.25930474,365.54135945699994,297.491168581,305.835935914,146.413543362,314.695876344
49271,jazz and blues,-25.744,113.89399999999999,4,9,1,259.7873,23.9341392265,-80.999278453,-118.793857459,-14.894135911600001,-0.9944762430940001,-14.446361326,-6.004184530390001,-3.05078674033,0.273523756906,8.473750276239999,-2.7819359116,13.6301049724,36.0336796469,2774.72526283,1947.15438722,1910.53176377,690.3232992860001,1460.23898191,391.86891879800004,767.6503929260001,285.209786042,407.731346309,334.499902683,198.409354748
49448,jazz and blues,-8.606,143.812,4,7,1,264.80281,46.4453507109,-4.74753554502,-1.14212796209,-7.983216113739999,-53.4092995261,-10.4143582938,-3.98361895735,-3.32550521327,-13.853636019000001,-8.105611374410001,0.170618957346,-6.070360189570001,8.89028572913,1223.9979575,1433.04782726,867.00478757,650.57864694,614.792412471,525.446980346,544.560819693,486.88763201300003,378.017194145,183.16461244099997,254.776650376
50993,jazz and blues,-11.174000000000001,143.132,4,10,1,316.3424,42.6314407159,-0.885014914243,4.60887397465,4.21305891126,-3.0659656972400002,-13.3470208799,-4.99409768829,-6.31036763609,7.89542058166,7.72230201342,1.3970738255000001,-10.4353691275,30.4504549639,1172.02087951,1798.48633671,1004.02861273,594.154375809,736.5939303069999,327.745317101,259.64428349,254.860904825,196.566943872,205.586316015,319.74299276700003
52087,jazz and blues,-11.717,156.834,4,4,0,272.92689,40.5324261637,-74.69991011239999,-22.8507985554,8.374394061,16.730541733499997,-14.078663723900002,-11.712150080299999,-2.23750080257,10.1453418941,12.755983146099998,4.27834269663,2.14622552167,29.4459544291,3443.35147805,1367.11656403,1304.98593988,643.435623136,1004.45248353,521.916193742,342.540521696,162.84250788,292.054415903,278.431166378,228.34950735
53109,jazz and blues,-10.833,145.012,4,5,0,219.79382999999999,40.913340243899995,-75.99634024390001,-47.5142426829,-13.4949060976,31.7857743902,-16.5825963415,-20.225421951199998,-12.071452439000002,6.73445,-0.311775609756,1.1973378048799999,0.312890243902,35.7933591513,3210.5677524000002,2372.88200221,1815.22321792,1111.7900220000001,890.51313838,767.754222568,680.489332262,523.5814855230001,395.54575046900004,293.018382965,555.278536249
49283,jazz and blues,-19.346,90.764,4,3,1,395.88526,31.4953076923,-112.86897435899999,-35.8166501241,-13.8168147229,-0.873360628619,-16.6460049628,-11.946410256400002,4.83381472291,0.8511819685690001,3.7218784119099997,3.1439205955299996,2.21401323408,37.8035812535,2891.96217962,4034.75992671,1524.56390607,919.0714348939999,1034.36331188,546.275704432,439.88685367,432.62388300599997,362.77495863800004,261.909145196,484.92146546199996
52642,jazz and blues,-27.204,168.00599999999997,3,0,0,256.67873,22.663440208,-97.06458578860001,-71.5261854419,-19.8455147314,34.6676031196,-14.154492200999998,-10.5660450607,4.482071057190001,2.43168457539,7.21320103986,-4.46390121317,-7.076020797230001,37.943555775,3798.4847065999998,3489.84387453,1629.32879019,908.94375122,1146.12268678,973.374445069,539.796921913,526.106002594,455.442767495,230.392906311,637.78571106
53918,classical,-28.439,104.79299999999999,1,10,1,1144.21506,22.2785133712,-144.378726904,0.023476904376,-11.6306410049,68.97808022689999,-25.58885859,-10.1586730146,13.7835984603,-28.812560372800004,-0.361965964344,3.31726661264,-1.27692828201,49.7220313017,2005.90355263,3475.92824152,1475.17629634,2101.44356231,518.457923177,987.7968901239999,428.747918342,518.28336421,253.74561624700002,114.699165035,541.585829169
51640,jazz and blues,-16.914,140.216,5,4,0,768.93995,32.1964197586,-114.083453733,-68.1606146625,-32.3468372821,21.4582740277,-31.5151949039,-7.66782700045,3.4402945909699993,3.45945507376,8.69803755029,1.53347340188,3.0532364774299996,78.4918713057,5243.42983676,3270.80437284,905.80787915,897.337207196,465.844134653,628.568915893,512.332264513,359.108714572,274.729126829,115.275902977,265.06754637
51631,jazz and blues,-20.791999999999998,94.92200000000001,4,4,1,268.38159,30.961508389299997,-60.70672147649999,-59.4161728188,-26.607614094000002,-1.7034278523500002,-22.0459949664,4.3409614094,4.13738422819,2.8895453020099997,5.14168959732,1.39730201342,17.662216443,24.624339988200003,3970.35641318,1278.81745724,1401.87325953,931.682878107,657.347529596,671.133199997,446.438526894,287.25226062400003,325.651063533,164.32439551299998,286.73629311900004
50625,jazz and blues,-14.036,162.32,4,5,1,341.81179,39.0439720559,-4.79501131071,-45.4474963407,-16.2539347971,-18.230237525,-8.02039853626,-32.732087159,-2.7235821689999997,9.44241383899,9.51740186294,5.47716833001,21.505655356,14.3306375561,1889.99608981,2669.04784144,1249.76198281,1104.24195956,680.3759065319999,1299.75580801,465.64445465,918.6255749860001,332.61910343,182.85247042900002,486.827399885
49422,jazz and blues,-8.513,98.85,4,7,1,247.43138,44.268779259300004,-34.588782222199995,18.3304844444,-9.8476162963,-7.39580592593,0.22846370370400002,5.85420148148,-3.01416444444,-17.6836725926,-11.710537777799999,-5.762068148150001,-3.18769925926,24.139815917199996,1368.23009703,1995.01018752,1565.99441027,868.3880244439999,662.116309926,708.6160995710001,439.081451613,458.623201817,308.918963952,305.141692689,328.56397048900004
49910,jazz and blues,-22.94,74.339,5,5,1,667.32363,27.7405137716,-33.1369948586,9.43474513404,21.4761759089,10.0393349247,-6.0197914065400004,-1.7752034520700002,-3.8635012853500004,-2.18090304811,0.343778185824,0.720044069042,6.1912229159,35.194810205,2893.05449267,1971.9173445000001,2479.85852887,772.053069159,1223.37834114,582.517528577,613.231290977,345.924415025,286.715564167,380.746310641,338.350833829
51599,jazz and blues,-10.583,141.835,7,2,1,696.31955,39.7267212951,-50.356194592799994,-11.1833227637,5.701338117490001,-1.13257176235,-10.9775040053,-10.3385153538,-5.67510680908,5.08858845127,0.838632843792,3.18925333778,4.03611214953,78.4595903199,5428.16576527,4131.37720042,1842.31364203,1089.45231366,1088.65857189,598.059447544,544.62408471,460.375903484,284.599457676,389.34791689199994,458.545880756
55075,classical,-13.647,102.194,4,8,1,381.93587,37.7135835141,-63.0328076645,12.6697317426,14.7911916124,-0.58390021692,13.4510187997,-19.1732581345,-11.9395003615,2.6206926970400004,-0.653828633406,3.5624208243,30.299802603000003,21.1490534477,2368.97987494,1617.85523707,2873.07115655,595.509207316,1913.79194695,489.098153175,735.3272515880001,363.63252778,388.04039432,487.952366734,294.449019269
51665,jazz and blues,-10.184,135.792,4,8,0,288.41751,40.569622668600005,-48.769129124799996,2.15583213773,-8.01465853659,7.35171736011,-9.77132281205,-12.8338134864,-4.455784791969999,3.48417647059,-1.2976298421799999,3.12179770445,6.08507460545,60.800461178999996,3168.32151297,2369.79618972,2340.2311717,1281.23095897,873.518585163,728.416382267,710.9213349089999,565.9974869,420.186969771,369.22453237400003,249.584503547
54874,classical,-23.798000000000002,78.521,3,8,1,263.73179,27.317139798499998,39.3381347607,71.8064937028,-1.1869357682600001,32.332386649899995,-17.8165806045,-35.0300516373,-10.493,58.386204030200005,15.3613236776,-0.49448110831200004,16.3590843829,57.8597978784,16182.468121099999,2953.05718824,1173.89129101,2570.77173949,224.618122795,1374.51536338,337.300470557,1622.42750147,230.01223531,190.720707141,1000.21540793
51613,jazz and blues,-9.978,113.24,3,9,0,832.83546,44.1017806122,10.3802139668,39.9259508929,5.5627997449,3.9774298469400002,-12.544724170899999,5.15377487245,1.0906431760200002,11.282192283199999,3.18158737245,-1.90485395408,4.98697767857,27.7016461598,1954.32746302,2623.52275999,921.0839623989999,474.140729524,532.608605521,369.32844376800006,291.372440037,167.372401891,182.9061611,182.348195335,175.289404086
49489,jazz and blues,-13.597999999999999,77.947,5,2,0,246.9873,36.350274223,-60.0110804388,14.2118957952,-13.4095173675,9.71974223035,-3.40455210238,-13.391285192,-3.2207952468000003,6.7643656307099995,-2.1879853747699998,-1.8925045703799999,6.08728884826,45.655343778500004,2806.70453501,4190.57146532,2152.62530966,903.013071292,1214.77678732,1037.53212425,471.58153694199996,419.531066126,329.223071192,424.93706561,440.773461229
49747,jazz and blues,-22.109,173.77900000000002,3,11,0,268.69506,24.5409702315,-60.3735038589,-21.8941874311,-11.1814200662,-7.588822491729999,-12.2242954796,10.5211510474,8.27215656009,-11.026738699000001,2.85315766262,-5.25674641676,9.10264718853,91.07637058899999,1890.61895004,6546.63791114,3003.33820125,720.2241123069999,1390.61153019,461.368137449,386.70240217,333.81562742799997,209.950212616,384.12445633,229.482597756
54523,classical,-26.788,98.904,5,10,1,337.162,23.080637311700002,-21.0954298957,128.095274623,24.290553881799998,70.0144843569,-17.8406674392,-8.77056662804,6.34676477404,8.050310544610001,7.91981460023,-9.13013441483,-22.5102433372,62.672342064300004,3316.27444549,4545.13205272,2927.83725411,2172.76613355,474.448859075,1838.63942622,624.41724573,1496.39226717,363.503534065,366.636879104,1232.19073492
53276,classical,-26.631,100.34899999999999,3,3,1,446.51057000000003,23.0781578313,-158.36618433700002,-9.33488313253,-16.5765650602,74.0523216867,-27.4752771084,-14.432926506,12.8230891566,-25.137375903600002,-0.45980602409599997,1.70142409639,-2.8971096385500004,53.4432129112,2614.71288996,3676.0605015,1646.13219636,2445.08555944,487.446387179,871.25315948,477.47706284,821.456445639,217.51802437599997,120.052995447,434.516994059
52165,jazz and blues,-18.392,65.092,7,0,1,291.00363,30.0675522067,-49.2809321851,20.2256404736,21.4412734123,23.6624574812,57.6648912809,-17.7772863294,19.4596264801,-9.701480086110001,0.656013993541,-13.578910656600002,20.831482239,47.8570290546,5095.00556447,6464.47086068,8476.20521805,1228.3872987,5330.08422074,1142.8756969,1548.54016306,411.188754499,836.003021641,1364.60077276,318.497638021
54888,classical,-22.339000000000002,141.27700000000002,1,9,1,431.0722,28.841930232600003,-88.502537064,86.2291795058,13.9862289244,45.2772376453,0.2726875,-21.5612550872,2.48569331395,-9.418257994189998,-1.3841308139500001,2.77035828488,4.8843648255800005,43.0568619137,7329.02246169,3866.7484885,2281.91599656,2569.58110815,1057.13046737,1102.4801793,477.639494801,1087.5153976,242.275779403,332.10910045099996,759.931575472
54506,classical,-35.223,49.935,1,6,0,87.77098000000001,18.710839779,-39.829878453,63.0618839779,-7.633204419889999,42.3677845304,-28.7191270718,6.76121546961,5.58655801105,-25.0746243094,-1.4723535911599999,-4.79262983425,-11.3054917127,22.555633129,3136.7284756999998,3512.91723997,1270.02502683,1419.26619182,142.700747569,878.635985617,277.052718125,769.531562732,91.2449759744,180.55848478599998,675.638142493
52268,jazz and blues,-21.250999999999998,120.62899999999999,4,0,0,939.8068900000001,32.522173539499995,-127.752067583,66.26000601369999,25.6979865407,15.6664183849,-4.36590034364,-13.5511512027,-10.2697308133,-17.6168539519,-8.40186597938,6.92471305842,-2.9532900916400004,12.5839750781,1321.48378838,1051.23325839,706.6050536260001,1000.59520014,567.04612097,837.6856661539999,328.964203725,738.992839885,225.194504393,134.77876540100002,1005.07277333
50410,jazz and blues,-5.239,213.544,4,9,0,229.74649,48.72755625560001,6.510450045,3.9093465346499996,4.0764032403199995,-12.6644392439,-11.857835283499998,6.5100630063,-8.37378577858,12.724083708399998,6.476418541849999,1.20327092709,1.3582313231299998,44.351017525,1044.12588323,1663.13727647,938.271731224,539.1828483180001,732.8712699939999,512.675237319,346.139893666,264.751353922,291.11082755900003,298.593095265,240.877364682
53634,classical,-23.019000000000002,75.493,4,1,1,839.1571,27.6257195346,-124.08175627700001,20.0836484997,1.75095468463,26.270422535199998,-11.655962645399999,-17.13212921,0.404603184323,-14.0272657685,-0.5772094304959999,4.6303606858499995,3.9174923453800004,74.356951767,2034.63633129,2779.9727618,1255.47364432,1523.71096462,640.258583125,556.7887275109999,463.797368713,619.4072042419999,202.706434501,124.835511835,351.247619191
