data_base_index,genre,loudness,tempo,time_signature,key,mode,duration,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12
29853,folk,-23.326,109.60700000000001,1,2,1,124.96933999999999,27.2404282744,-9.19520790021,-84.9007068607,-43.3386964657,1.23458835759,-9.17613305613,-12.894486486500002,4.85756340956,-10.1997484407,-6.64953014553,-11.0863326403,9.57366943867,46.6315564278,6133.02927412,2854.59829396,3204.32353188,2525.3908462,1430.92340874,942.0332553769999,684.800229427,1361.47486219,516.934061796,461.47175106599997,457.683264828
39265,folk,-28.044,64.346,1,5,1,84.71465,22.4972835052,-128.185412371,-78.5253865979,-10.6296134021,34.2215773196,-6.051128865980001,-42.5664123711,3.5803608247400005,-21.565871134,2.6482628866,10.834314433,11.9115103093,27.7708442237,2978.06762495,1481.26627034,2354.17513225,730.316512842,1259.65948597,626.111619067,478.107689653,251.90583438,424.773403565,277.643305556,576.5114238680001
31697,folk,-8.645,130.826,4,8,0,224.41751000000002,43.91092396689999,-9.87655206612,15.833287603299999,-7.143669421489999,1.9711355371900001,-7.0560462809899995,-0.785796694215,-2.50393057851,10.402818181799999,-2.64854710744,-4.73192561983,-3.0463570247900003,38.703679938,1980.15136307,1766.23696405,1835.35786092,921.727909737,754.269823211,731.709091064,456.79145458,466.904314942,342.170210278,350.179108439,390.61759478199997
38694,folk,-19.664,70.586,7,7,1,283.68934,32.9289583333,-70.1676586022,188.716508065,29.5084126344,32.1949247312,8.53606048387,2.49121102151,9.23900134409,-16.412130376300002,-3.87358333333,-2.9116424731200006,8.450462365589999,20.2269967039,1036.00318241,1528.01437253,3003.52334084,560.132768449,641.823472968,619.913261532,390.35254565699995,302.52704824,196.364154877,433.31237402,417.79509351699994
30047,folk,-8.629,98.975,3,7,1,275.93098,46.2091109925,-14.493886873,9.71739487727,-7.34467662753,-5.373688367130001,-15.9782337247,3.31814194237,-8.060695837779999,14.4133404482,0.600186766275,3.8737235859099997,11.7448911419,17.733747979100002,687.291423112,522.37694778,674.322815384,407.749481506,351.38718800199996,366.444088444,275.51895015599996,261.523914814,181.215447381,135.427427005,198.45936472900001
32967,folk,-10.790999999999999,111.537,4,2,1,206.28853,43.4364037736,-32.442764150900004,13.3625867925,-17.784609434,24.1491679245,-19.8049830189,-19.8350792453,-0.6998566037739999,-4.511564150940001,-3.3559490566,4.39638490566,16.2638603774,19.611826169,1573.14400508,1498.18047979,991.872127419,1136.10043994,337.72299459,691.7747505560001,321.272920742,270.40127510599996,208.575055324,144.568098078,261.117562052
30622,folk,-21.333000000000002,112.421,4,4,1,210.83382999999998,29.102421052600004,-66.3651563467,16.652266253900002,-3.5826749226,-16.246495356,-1.5706764705899998,-1.28058513932,3.22049226006,-18.1166749226,-3.7342832817300002,0.34855417956699997,11.887592879300001,41.5895487639,2658.04227989,2492.90538619,1403.15862051,1315.38868217,654.560366166,552.694213237,533.326473061,722.08037973,305.87153536700004,290.555066547,302.18891026299997
32068,folk,-35.726,148.007,4,0,1,292.15302,17.6069932508,-40.68815973,-78.6423790776,-35.9932092238,-34.3782148481,-19.634253093399998,17.9455084364,10.934535433099999,-21.3601934758,5.493736782899999,-6.81199325084,-0.279526434196,16.753807340799998,1721.08144744,702.632243135,700.9668698139999,511.492083233,489.632837577,485.29370162,340.717561187,428.791312053,165.598636549,195.17415613,282.62198959200003
30617,folk,-18.517,115.48100000000001,3,11,1,178.80771000000001,36.4783263666,-31.692053054699997,1.2273585209,-18.0393488746,10.4645787781,-10.3556093248,-18.707662379400002,-10.964445337599999,5.54300643087,-2.67054662379,2.6823054662400003,22.3279581994,10.8271079433,1442.38280823,766.763227056,758.63706043,686.627446581,393.800023765,364.96664680199996,530.346666736,559.8905018869999,309.997142531,148.834436675,266.200588651
36778,folk,-19.84,161.263,1,4,1,184.08444,33.1619307832,-129.216460838,44.6001020036,31.220704918000003,-7.95389981785,10.3732240437,-20.0172586521,-0.962460837887,-8.335551912569999,7.73507650273,3.31670856102,-10.830861566500001,15.016903091700001,814.5440620039999,567.39043403,917.423078161,288.262516691,671.1950091030001,416.696478629,268.219812809,300.27373842599997,151.086379925,169.169236571,207.43586269099998
